date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,risk_management_investment,guarantee_investment,loan_investment,equity_investment,total_investment
2017-12-01T00:00:00Z,Sri Lanka,SRI,"Tourism, Retail, and Property",Melwa Hotels,40337,MELWA HOTELS AND RESORTS PRIVATE LIMITED,Pending Approval,NA,NA,27,NA,27
2017-12-01T00:00:00Z,Poland,POL,Funds,Innova VI,40622,INNOVA CAPITAL,Active,NA,NA,NA,24.44,24.44
2017-11-30T00:00:00Z,Colombia,CLM,Health and Education,Universidad Santo Tomas,40421,UNIVERSIDAD SANTO TOMAS,Active,NA,NA,25,NA,25
2017-11-29T00:00:00Z,MENA Region,EMN,Funds,EIP Levant Fund SICAV,39631,EIP LEVANT FUND SICAV,Active,NA,NA,NA,250,250
2017-11-28T00:00:00Z,India,IND,Financial Institutions,DCM Chola Masala,40278,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,Active,NA,NA,100,NA,100
2017-11-28T00:00:00Z,"Egypt, Arab Republic of",EGT,Financial Institutions,CIB Subdebt,39595,COMMERCIAL INTERNATIONAL BANK SAE,Active,NA,NA,150,NA,150
2017-11-22T00:00:00Z,MENA Region,EMN,Financial Institutions,DARP - OB,38071,OMNI BRIDGEWAY MENA SERVICER,Active,NA,NA,30,20.4,50.4
2017-11-22T00:00:00Z,Guatemala,GUA,Financial Institutions,Genesis I,39578,GENESIS EMPRESARIAL,Pending Approval,NA,NA,NA,NA,NA
2017-11-22T00:00:00Z,Nicaragua,NIC,Financial Institutions,LAFISE SA,40113,Lafise Group-Panama Inc,Active,NA,NA,72,NA,72
2017-11-22T00:00:00Z,Philippines,PHL,"Tourism, Retail, and Property",Discovery World,37715,DISCOVERY WORLD CORPORATION,Pending Approval,NA,NA,NA,13.36,13.36
2017-11-17T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCS BRAC III,39706,BRAC BANK LIMITED,Active,NA,NA,40,NA,40
2017-11-17T00:00:00Z,South Africa,SOU,Financial Institutions,Firstrand SL,40511,FIRSTRAND BANK LTD,Active,NA,NA,200,NA,200
2017-11-17T00:00:00Z,Romania,ROM,Financial Institutions,Garanti Facility,40713,GARANTI BANK SA,Active,NA,NA,29.59,NA,29.59
2017-11-15T00:00:00Z,"Egypt, Arab Republic of",EGT,Manufacturing,Vinavil Egypt,40047,VINAVIL EGYPT FOR CHEMICALS SAE,Active,NA,NA,NA,NA,NA
2017-11-15T00:00:00Z,Afghanistan,AFG,Agribusiness and Forestry,Rikweda,39718,RIKWEDA FRUIT PROCESS COMPANY,Active,NA,NA,2.5,NA,2.5
2017-11-14T00:00:00Z,Indonesia,INS,Financial Institutions,MBK Loan 2017,40365,"MITRA BISNIS KELUARGA VENTURA, PT",Hold,NA,NA,NA,NA,NA
2017-11-14T00:00:00Z,China,CHA,"Tourism, Retail, and Property",China Warehouses,39046,CARLYLE CHINA ROME LOGISTICS L.P.,Active,NA,NA,NA,22.5,22.5
2017-11-13T00:00:00Z,Latin America Region,LAC,Manufacturing,CIE Auto Mexico,40252,"CIE AUTOMOTIVE, SA",Active,NA,NA,75,NA,75
2017-11-10T00:00:00Z,Brazil,BRA,Health and Education,Farmoquimica,39739,GRUPO FQM HOLDING S.A.,Active,NA,NA,31,NA,31
2017-11-10T00:00:00Z,Romania,ROM,Financial Institutions,Garanti Leasing Romania Facility 3,40788,MOTORACTIVE IFN SA,Active,NA,NA,8.29,NA,8.29
2017-11-10T00:00:00Z,South Africa,SOU,Financial Institutions,Mercantile Bank Limited,40330,MERCANTILE BANK LIMITED,Active,NA,NA,60,NA,60
2017-11-10T00:00:00Z,South Africa,SOU,Agribusiness and Forestry,Westfalia Intl.,40091,WESTFALIA FRUIT INTERNATIONAL LIMITED,Active,NA,NA,35,NA,35
2017-11-10T00:00:00Z,Brazil,BRA,Funds,"Valor Venture Fund II, LP",40333,"VALOR VENTURE FUND II, L.P.",Active,NA,NA,NA,14,14
2017-11-10T00:00:00Z,Brazil,BRA,"Telecommunications, Media, and Technology",Phoenix Tower B3,40763,PHOENIX TOWERS PARTICIPACOES S.A.,Active,NA,NA,46.02,NA,46.02
2017-11-09T00:00:00Z,Africa Region,AFR,Funds,Amethis II,40245,"AMETHIS FUND II S.C.A., SICAR",Active,NA,NA,NA,18.33,18.33
2017-11-09T00:00:00Z,Brazil,BRA,Funds,DCM Patria COF,39271,PATRIA CREDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Pending Approval,NA,NA,40,10,50
2017-11-09T00:00:00Z,Lebanon,LEB,Financial Institutions,DCM-Fransa Green Bond,40005,FRANSABANK SAL,Active,NA,NA,75,NA,75
2017-11-08T00:00:00Z,Myanmar,BUA,Infrastructure,SLCM Myanmar Limited,38278,SOHANLAL COMMODITY MANAGEMENT LIMITED,Pending Approval,NA,NA,3,NA,3
2017-11-08T00:00:00Z,Brazil,BRA,Financial Institutions,DCM Dunas FIDC,39878,DUNASPLUS CORP,Completed,NA,NA,NA,NA,NA
2017-11-06T00:00:00Z,India,IND,"Tourism, Retail, and Property",Ashiana,38851,ASHIANA HOUSING LIMITED,Active,NA,NA,18,23.48,41.49
2017-11-06T00:00:00Z,Pakistan,PAK,Infrastructure,Zorlu Solar I,39799,ZORLU SOLAR PAKISTAN (PVT.) LIMITED,Pending Approval,NA,NA,25.6,NA,25.6
2017-11-02T00:00:00Z,Western Africa Region,WAN,Funds,Synergy II,40184,SYNERGY MANAGERS LIMITED,Active,NA,NA,NA,20,20
2017-11-01T00:00:00Z,Turkey,TUR,Financial Institutions,TSKB Sustainable Climate,39330,TURKIYE SINAI KALKINMA BANKASI A.S.,Active,NA,NA,75,NA,75
2017-11-01T00:00:00Z,China,CHA,Financial Institutions,CHG Syndication,40174,CHONGQING ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE HOUZE SMALL LOAN COMPANY LIMITED,Active,NA,NA,101.21,NA,101.21
2017-10-27T00:00:00Z,Senegal,SEN,Agribusiness and Forestry,Polykrome SA,38748,POLYKROME SA,Active,NA,NA,5.84,NA,5.84
2017-10-26T00:00:00Z,Argentina,ARG,Agribusiness and Forestry,Vicentin LTD,40038,VICENTIN S.A.I.C.,Active,NA,NA,16.67,NA,16.67
2017-10-25T00:00:00Z,China,CHA,Agribusiness and Forestry,Haid Intl,39543,HAID INTERNATIONAL GROUP LIMITED,Active,NA,NA,50,NA,50
2017-10-25T00:00:00Z,Colombia,CLM,Agribusiness and Forestry,Alqueria II,39308,PNS DE COLOMBIA SA,Active,NA,NA,0,20,20
2017-10-20T00:00:00Z,Greece,GRE,Financial Institutions,DCM - PROGRAM FOR COVERED BONDS OF GREEK BANKS,39419,NATIONAL BANK OF GREECE S.A.,Active,NA,NA,75,NA,75
2017-10-20T00:00:00Z,Colombia,CLM,Financial Institutions,GFO Loan II,40028,GRUPO FACTORING DE OCCIDENTE S A S,Active,NA,NA,5,NA,5
2017-10-18T00:00:00Z,Africa Region,AFR,Financial Institutions,CRRH-UEMOA Bond,40549,CAISSE REGIONALE DE REFINANCEMENT HYPOTHECAIRE DE Lâ€™UEMOA,Active,NA,NA,NA,NA,NA
2017-10-17T00:00:00Z,Zambia,ZAM,Infrastructure,SS Zambia,37811,NGONYE POWER COMPANY LIMITED,Active,2.5,NA,12,NA,14.5
2017-10-16T00:00:00Z,Vietnam,VNM,Infrastructure,DNP Water,39945,DNP WATER JSC,Active,NA,NA,24.9,0,24.9
2017-10-13T00:00:00Z,Guinea,GUI,"Oil, Gas, and Mining",Guinea Alumina Corporation,24374,GUINEA ALUMINA CORPORATION S.A.,Active,NA,NA,150,NA,150
2017-10-06T00:00:00Z,"Egypt, Arab Republic of",EGT,Agribusiness and Forestry,Almarai,38323,ALMARAI COMPANY,Active,NA,NA,150,NA,150
2017-10-06T00:00:00Z,Brazil,BRA,Infrastructure,CELSE,39652,CENTRAIS ELETRICAS DE SERGIPE S.A.,Active,NA,NA,200,NA,200
2017-10-03T00:00:00Z,Brazil,BRA,Financial Institutions,WCS Santander Brasil,39659,BANCO SANTANDER BRASIL SA,Completed,NA,NA,144.66,NA,144.66
2017-09-27T00:00:00Z,Turkey,TUR,Financial Institutions,DCM Is Green Mortgage DPR,39403,TURKIYE IS BANKASI ANONIM SIRKETI,Active,NA,NA,105,NA,105
2017-09-27T00:00:00Z,Papua New Guinea,PAP,"Tourism, Retail, and Property",Rangeview,37478,Constantinou Group,Pending Approval,NA,NA,18,7.71,25.71
2017-09-26T00:00:00Z,World Region,WLD,Funds,VPC Debt Facilit,40197,Victory Park Capital Advisors LLC,Active,NA,NA,25,0,25
2017-09-25T00:00:00Z,Kenya,KEN,Agribusiness and Forestry,Subati,38764,SUBATI GROUP LIMITED,Active,NA,NA,10.22,NA,10.22
2017-09-20T00:00:00Z,China,CHA,Agribusiness and Forestry,Jiahe,40045,"Suzhou Jiahe Foods Industry Co., Ltd.",Active,NA,NA,NA,25.33,25.33
2017-09-18T00:00:00Z,India,IND,"Tourism, Retail, and Property",Mahindra Life,38850,MAHINDRA LIFESPACE DEVELOPERS LIMITED,Active,NA,NA,15.92,34.76,50.68
2017-09-15T00:00:00Z,Uganda,UAN,Infrastructure,Bujagali 2 (Refi),39102,BUJAGALI ENERGY LIMITED,Active,3,NA,100,NA,103
2017-09-13T00:00:00Z,China,CHA,Agribusiness and Forestry,Fenglin III,39801,"GUANGXI FENGLIN WOOD INDUSTRY GROUP CO., LTD.",Active,NA,NA,40,NA,40
2017-09-11T00:00:00Z,Senegal,SEN,Funds,Partech Africa,39954,PARTECH VENTURES,Active,NA,NA,NA,35.51,35.51
2017-09-08T00:00:00Z,Vietnam,VNM,Financial Institutions,VIB Senior Loan,40089,VIETNAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK,Active,NA,NA,100,NA,100
2017-09-08T00:00:00Z,Colombia,CLM,Health and Education,Carnelian,39029,UNIMED PHARMACEUTICALS LIMITED,Active,NA,NA,NA,90,90
2017-09-07T00:00:00Z,China,CHA,Funds,GenBridge I,40173,"GENBRIDGE CAPITAL FUND I, L.P.",Active,NA,NA,NA,25,25
2017-09-07T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Suzano Papel e Celulose S.A.,38230,Companhia Suzano de Papel e Celulose,Pending Approval,NA,NA,NA,NA,NA
2017-09-06T00:00:00Z,Kenya,KEN,"Telecommunications, Media, and Technology",Africa's Talking Ltd,39771,AFRICA'S TALKING LTD,Active,NA,NA,NA,6,6
2017-09-06T00:00:00Z,Eastern Europe Region,EER,"Tourism, Retail, and Property",Hystead Limited,39423,HYSTEAD LIMITED,Active,NA,NA,71.02,NA,71.02
2017-08-30T00:00:00Z,Kenya,KEN,Health and Education,Goodlife II,38830,GOODLIFE PHARMACY LIMITED,Active,NA,NA,3,NA,3
2017-08-29T00:00:00Z,Bangladesh,BAN,"Tourism, Retail, and Property",ESIP Chaldal,40139,CHALDAL INC,Active,NA,NA,NA,3,3
2017-08-28T00:00:00Z,India,IND,Infrastructure,Rewa Actis,39866,Arinsun Clean Energy Private Limited,Active,NA,NA,60.5,NA,60.5
2017-08-28T00:00:00Z,Mexico,MXC,Financial Institutions,Camesa Revolver,40066,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., S.F.",Active,NA,5.49,9.89,NA,15.39
2017-08-25T00:00:00Z,"Egypt, Arab Republic of",EGT,Agribusiness and Forestry,Wadi IV,39716,WADI HOLDINGS SAE,Active,NA,NA,22,NA,22
2017-08-21T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,Alcazar Solar 3,40386,HORUS SOLAR ENERGY S.A.E,Active,1,NA,19,NA,20
2017-08-21T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,Alcazar Solar 4,40390,ATEN SOLAR ENERGY S.A.E.,Active,1,NA,19,NA,20
2017-08-17T00:00:00Z,Vietnam,VNM,Financial Institutions,ABBank Sr Loan,40081,AN BINH COMMERCIAL JOINT STOCK BANK,Active,NA,NA,40,NA,40
2017-08-16T00:00:00Z,Turkey,TUR,Manufacturing,Tupras,36388,TURKIYE PETROL RAFINERILERI ANONIM SIRKETI,Active,NA,NA,100,NA,100
2017-08-15T00:00:00Z,Southeast Asia Region,ASR,Funds,Wavemaker Pacific 1 Pte. Ltd.,40090,WAVEMAKER PARTNERS,Active,NA,NA,NA,10,10
2017-08-15T00:00:00Z,MENA Region,EMN,Funds,BECO Holdings Ltd.,40414,BECO HOLDINGS LTD.,Active,NA,NA,NA,5,5
2017-08-15T00:00:00Z,China,CHA,other,JD Finance Loan,40226,"CHONGQING LIANGJIANG NEW AREA SHENGJI MICRO-LOAN CO., LTD.",Active,NA,NA,92.2,NA,92.2
2017-08-10T00:00:00Z,MENA Region,EMN,Funds,Mediterrania III,40142,MEDITERRANIA CAPITAL III (SICAV) PLC,Active,NA,NA,NA,17.45,17.45
2017-08-10T00:00:00Z,MENA Region,EMN,Funds,Maghreb Private Equity Fund IV LLC,40172,MAGHREB PRIVATE EQUITY FUND IV LLC,Active,NA,NA,NA,17.45,17.45
2017-08-09T00:00:00Z,World Region,WLD,other,MCPP AXA,39175,EMERGING MARKETS INFRASTRUCTURE LOANS S.A.R.L,Active,NA,50,0,NA,50
2017-08-09T00:00:00Z,Turkey,TUR,other,Antalya Muni Tramway,38506,METROPOLITAN MUNICIPALITY OF ANTALYA,Active,NA,NA,94.5,NA,94.5
2017-08-08T00:00:00Z,St. Lucia,STL,"Tourism, Retail, and Property",Sunwing - BDHR,39627,Sunwing Travel Group Inc,Pending Approval,NA,NA,35,NA,35
2017-08-08T00:00:00Z,South Africa,SOU,other,Ekurhuleni Muni,39961,CITY OF EKURHULENI,Active,NA,NA,50,NA,50
2017-08-07T00:00:00Z,MENA Region,EMN,Funds,"BECO Booster Fund II, L.P.",40098,BECO HOLDINGS LTD.,Pending Approval,NA,NA,NA,10,10
2017-08-04T00:00:00Z,Jordan,JOR,Infrastructure,Daehan Wind Power Company,35349,DAEHAN WIND POWER COMPANY PSC,Active,2.7,NA,11.43,NA,14.13
2017-07-28T00:00:00Z,Mexico,MXC,Financial Institutions,Fideicomiso Irrevocable F2061 FHipo,39740,Fideicomiso Irrevocable F2061 FHipo,Active,NA,NA,103.85,NA,103.85
2017-07-28T00:00:00Z,Brazil,BRA,Financial Institutions,Koin,39038,KOIN SA,Active,NA,NA,NA,NA,NA
2017-07-26T00:00:00Z,Turkey,TUR,"Tourism, Retail, and Property",YMI WC,39355,YAPI MERKEZI HOLDING ANONIM SIRKETI,Active,NA,NA,75,NA,75
2017-07-24T00:00:00Z,Kazakhstan,KAZ,Agribusiness and Forestry,KFP,38776,KAZFOODPRODUCTS LLP,Active,NA,NA,25,NA,25
2017-07-21T00:00:00Z,Ecuador,ECU,Agribusiness and Forestry,Omarsa II,39856,Operadora y Procesadora de Productos Marinos Omarsa S.A.,Active,NA,NA,8,NA,8
2017-07-20T00:00:00Z,Mali,MLI,Agribusiness and Forestry,CEDIAM,37932,CEDIAM,Pending Approval,NA,NA,NA,NA,NA
2017-07-14T00:00:00Z,Lao People's Democratic Republic,LAO,"Tourism, Retail, and Property",Aanandi: Riverview,39093,"AANANDI LAO CO., LTD.",Active,NA,NA,2,NA,2
2017-07-12T00:00:00Z,World Region,WLD,Funds,Abraaj Global Credit Fund LP,40007,ABRAAJ GLOBAL CREDIT FUND GP LP,Active,NA,NA,NA,20,20
2017-07-06T00:00:00Z,Turkey,TUR,Financial Institutions,DCM Akbank CBond,39781,AKBANK TURK ANONIM SIRKETI,Active,NA,NA,150,NA,150
2017-07-05T00:00:00Z,Indonesia,INS,Financial Institutions,IIF USD Loan,39160,PT INDONESIA INFRASTRUCTURE FINANCE,Active,NA,NA,50,NA,50
2017-07-05T00:00:00Z,Georgia,GEO,Financial Institutions,BasisBank I,37300,BasisBank JSC,Active,NA,NA,10,NA,10
2017-06-27T00:00:00Z,Brazil,BRA,Agribusiness and Forestry,Jalles Machado,39264,JALLES MACHADO SA,Active,NA,NA,35,NA,35
2017-06-27T00:00:00Z,Ghana,GHA,"Tourism, Retail, and Property",Oxford Street No.1 Aparthotel,38970,KENSINGTON RESIDENTIAL PARTNERS 1 LIMITED,Active,NA,NA,9,NA,9
2017-06-19T00:00:00Z,Thailand,THL,Funds,North Haven Thai Private Equity Fund L.P.,38609,NORTH HAVEN THAI PRIVATE EQUITY L.P.,Active,NA,NA,NA,15,15
2017-06-19T00:00:00Z,Cameroon,CAM,Infrastructure,Nachtigal,37673,NACHTIGAL HYDRO POWER COMPANY,Active,12,NA,151.33,69.84,233.17
2017-06-16T00:00:00Z,China,CHA,Infrastructure,Penyao,39279,"PENYAO ENVIRONMENTAL PROTECTION CO.,LTD.",Active,NA,NA,101.69,NA,101.69
2017-06-15T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,Acciona Benban 2,39995,SunRise Energy S.A.E,Active,1,NA,21,NA,22
2017-06-15T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,Acciona Benban 3,39997,RISING SUN ENERGY S.A.E.,Active,1,NA,21,NA,22
2017-06-14T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,SECI Benban 2 Arinna,40019,ARINNA SOLAR POWER SAE,Active,0.5,NA,15,NA,15.5
2017-06-13T00:00:00Z,Serbia,SRB,Financial Institutions,OBS MFI,39302,OPPORTUNITY BANK SERBIA,Active,NA,NA,9.97,NA,9.97
2017-06-13T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,Al Subh Solar Power,39729,ALSUBH SOLAR POWER S.A.E,Active,1,NA,21,NA,22
2017-06-08T00:00:00Z,Mexico,MXC,Financial Institutions,Konfio B,39749,"RED AMIGO DAL, S.A.P.I. DE C.V. S.O.F.O.M. E.N.R.",Active,NA,NA,NA,3.5,3.5
2017-06-07T00:00:00Z,Africa Region,AFR,"Telecommunications, Media, and Technology",Link Africa,37790,CSQUARED LINK HOLDINGS (MAURITIUS) LTD,Active,NA,NA,NA,35,35
2017-06-07T00:00:00Z,Turkey,TUR,Financial Institutions,DCM Green MCB,38649,TURKIYE GARANTI BANKASI AS,Active,NA,NA,NA,NA,NA
2017-06-06T00:00:00Z,"Egypt, Arab Republic of",EGT,Infrastructure,SP Energy Egypt S.A.E,39728,SP ENERGY (EGYPT) SAE,Active,1,NA,23,NA,24
2017-06-05T00:00:00Z,West Bank and Gaza,XOT,Infrastructure,PRICO Solar Gaza,38674,PRICO FOR OPERATION AND MAINTENANCE LTD,Pending Approval,0.4,NA,4,NA,4.4
2017-06-01T00:00:00Z,Georgia,GEO,Financial Institutions,BOG LC Bond DCM,39651,JSC BANK OF GEORGIA,Active,NA,NA,70,NA,70
2017-05-26T00:00:00Z,India,IND,Health and Education,Biological E,39488,BIOLOGICAL E. LIMITED,Active,NA,NA,60,NA,60
2017-05-24T00:00:00Z,Eastern Europe Region,EER,"Tourism, Retail, and Property",Schwarz EE V,39573,SCHWARZ UNTERNEHMENSTREUHAND KG,Active,NA,NA,213.5,NA,213.5
2017-05-23T00:00:00Z,Peru,PER,Financial Institutions,Acceso Credito I,37768,EDPYME ACCESO CREDITICIO SA,Active,NA,NA,20,NA,20
2017-05-22T00:00:00Z,Latin America Region,LAC,Agribusiness and Forestry,AMERRA III,37250,AMERRA CAPITAL MANAGEMENT LLC,Active,NA,NA,NA,NA,NA
2017-05-22T00:00:00Z,Sri Lanka,SRI,Financial Institutions,DCM CBC DPR Green,39811,COMMERCIAL BANK OF CEYLON PLC,Active,NA,NA,100,NA,100
2017-05-22T00:00:00Z,India,IND,Agribusiness and Forestry,JK Paper III,39821,JK PAPER LIMITED,Active,NA,NA,51.92,NA,51.92
2017-05-19T00:00:00Z,Argentina,ARG,Infrastructure,CP Achiras S.A.,39358,CP ACHIRAS S.A.,Active,NA,NA,20.7,NA,20.7
2017-05-17T00:00:00Z,Tanzania,TAN,Financial Institutions,NMB Tanzania,35968,NMB BANK PLC,Active,NA,NA,105,NA,105
2017-05-17T00:00:00Z,Nigeria,NIR,Financial Institutions,Accion Nigeria Loan 2,39519,ACCION MICROFINANCE BANK LTD,Active,NA,NA,3.27,NA,3.27
2017-05-17T00:00:00Z,East Asia and Pacific Region,EAP,Funds,Arbor Fund II,39531,ARBOR VENTURES,Active,NA,NA,NA,15,15
2017-05-16T00:00:00Z,India,IND,Health and Education,Max SCH,39444,MAX HEALTHCARE INSTITUTE LIMITED,Pending Approval,NA,NA,74.99,NA,74.99
2017-05-16T00:00:00Z,Haiti,HAI,Manufacturing,FCS RE Hansae Haiti,38364,HANSAE HAITI S.A.,Active,NA,NA,3,NA,3
2017-05-16T00:00:00Z,Bangladesh,BAN,Financial Institutions,BRAC Women Banking,39516,BRAC BANK LIMITED,Active,NA,NA,50,NA,50
2017-05-16T00:00:00Z,Latin America Region,LAC,Funds,NXTP Opportunity,38626,"NXTP OPPORTUNITY FUND, L.P.",Active,NA,NA,NA,8,8
2017-05-15T00:00:00Z,India,IND,Financial Institutions,DCM TCCL Gr Bond,39723,Tata Cleantech Capital Limited,Pending Approval,NA,NA,75.29,NA,75.29
2017-05-15T00:00:00Z,Africa Region,AFR,Agribusiness and Forestry,GBfoods Africa,39589,THE GB FOODS SA,Active,NA,NA,NA,15.5,15.5
2017-05-14T00:00:00Z,India,IND,Financial Institutions,DCM MMFSL NCD,38977,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,Active,NA,NA,100,NA,100
2017-05-12T00:00:00Z,Africa Region,AFR,Financial Institutions,UBA subsidiaries,38549,UNITED BANK FOR AFRICA PLC,Pending Approval,NA,27,74.5,NA,101.5
2017-05-12T00:00:00Z,India,IND,Financial Institutions,DCM MRHFL NCD,38976,MAHINDRA RURAL HOUSING FINANCE LIMITED,Active,NA,NA,25,NA,25
2017-05-12T00:00:00Z,Central Europe Region,CER,Financial Institutions,SMBC ECA RSF,39529,SUMITOMO MITSUI BANKING CORPORATION,Active,NA,225,NA,NA,225
2017-05-11T00:00:00Z,Bangladesh,BAN,Manufacturing,Ananta II,39379,ANANTA APPARELS LTD.,Active,NA,NA,6,NA,6
2017-05-10T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCS Prime II,39690,PRIME BANK LTD.,Active,NA,NA,50,NA,50
2017-05-10T00:00:00Z,Romania,ROM,Financial Institutions,BCR Leasing,39108,SC BCR LEASING IFN S.A.,Active,NA,NA,51.65,NA,51.65
2017-05-09T00:00:00Z,India,IND,Financial Institutions,DCM HDFC Bond,38638,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,Active,NA,NA,200,NA,200
2017-05-09T00:00:00Z,Sri Lanka,SRI,Financial Institutions,NTB Senior Loan,39537,NATIONS TRUST BANK PLC,Active,NA,NA,50,NA,50
2017-05-09T00:00:00Z,India,IND,Funds,Stellaris Venture Partners India I,39605,STELLARIS VENTURE PARTNERS,Active,NA,NA,NA,10,10
2017-05-09T00:00:00Z,Brazil,BRA,Funds,Bozano Growth,38461,"CRESCERA INVESTMENTOS GROWTH CAPITAL FUND I-B, L.P.",Active,NA,NA,NA,20,20
2017-05-08T00:00:00Z,India,IND,Financial Institutions,DCM Bajaj Finance,39493,BAJAJ FINANCE LIMITED,Active,NA,NA,154.97,NA,154.97
2017-05-05T00:00:00Z,India,IND,Financial Institutions,AuHFL NCD,39725,AAVAS FINANCIERS LIMITED,Active,NA,NA,20.15,NA,20.15
2017-05-05T00:00:00Z,South Africa,SOU,Financial Institutions,FirstRand SL,39943,FIRSTRAND BANK LTD,Active,NA,NA,200,NA,200
2017-05-04T00:00:00Z,Jordan,JOR,Infrastructure,Masdar Jordan,39339,BAYNOUNA SOLAR ENERGY COMPANY,Active,5,NA,55.7,NA,60.7
2017-05-04T00:00:00Z,Greece,GRE,other,Hellas Direct,39017,HELLAS DIRECT LTD,Active,NA,NA,NA,5.87,5.87
2017-05-02T00:00:00Z,Bangladesh,BAN,Financial Institutions,WCS Bank Asia II,39686,BANK ASIA LTD,Active,NA,NA,40,NA,40
2017-04-28T00:00:00Z,Croatia,HRV,"Tourism, Retail, and Property",Dalmatian,38532,PRO CRO ACQUISITIONS LIMITED,Hold,NA,NA,NA,NA,NA
2017-04-28T00:00:00Z,India,IND,Agribusiness and Forestry,ESIP Power2SME,39386,POWER2SME PRIVATE LIMITED,Active,NA,NA,NA,10.07,10.07
2017-04-28T00:00:00Z,Peru,PER,"Tourism, Retail, and Property",LLP Peru,39427,LATAM LOGISTIC PER PROPCO LURIN I S.R.L.,Pending Approval,NA,NA,23.5,NA,23.5
2017-04-28T00:00:00Z,South Africa,SOU,Manufacturing,BMW South Africa,39024,BMW (SOUTH AFRICA) (PTY) LTD,Active,NA,NA,150,NA,150
2017-04-28T00:00:00Z,Brazil,BRA,Manufacturing,Cibrafertil,38380,CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES,Active,NA,NA,58,NA,58
2017-04-28T00:00:00Z,Ukraine,UKR,Agribusiness and Forestry,Nibulon CL,39155,NIBULON Agricultural Limited Liability Company,Active,NA,NA,60,NA,60
2017-04-27T00:00:00Z,Senegal,SEN,Financial Institutions,ACEP Senegal SL,39371,UNION DES MUTUELLES ALLIANCE DE CREDIT ET D'EPARGNE POUR LA PRODUCTION,Active,NA,NA,3.42,NA,3.42
2017-04-27T00:00:00Z,"Congo, Democratic Republic of",ZAI,Financial Institutions,Advans DRC II,39193,ADVANS BANQUE CONGO SA,Pending Approval,NA,NA,NA,NA,NA
2017-04-27T00:00:00Z,Colombia,CLM,Financial Institutions,Banco Davivienda S.A.,39057,BANCO DAVIVIENDA S A,Active,NA,NA,150,NA,150
2017-04-27T00:00:00Z,Malaysia,MAY,Manufacturing,Jinko - PERC,38949,JINKO SOLAR TECHNOLOGY SDN. BHD.,Pending Approval,NA,NA,NA,NA,NA
2017-04-27T00:00:00Z,Brazil,BRA,Health and Education,Rede Dor Growth,38202,REDE D'OR SAO LUIZ SA,Active,NA,NA,130,NA,130
2017-04-26T00:00:00Z,China,CHA,Agribusiness and Forestry,Xiang Nian,38881,"XIANG NIAN FOODS JOINT STOCK CO., LTD",Active,NA,NA,NA,10,10
2017-04-25T00:00:00Z,Turkey,TUR,Financial Institutions,DCM-YKB Covered Bond,39501,YAPI VE KREDI BANKASI ANONIM SIRKETI,Active,NA,NA,150,NA,150
2017-04-25T00:00:00Z,India,IND,Infrastructure,FRV Solar India,39151,FOTOWATIO RENEWABLE VENTURES (INDIA) PRIVATE LIMITED,Active,NA,NA,35.64,NA,35.64
2017-04-24T00:00:00Z,Lebanon,LEB,Financial Institutions,Al Majmoua II,39075,THE LEBANESE ASSOCIATION FOR DEVELOPMENT,Active,NA,2,5,NA,7
2017-04-24T00:00:00Z,Brazil,BRA,Financial Institutions,SocGen EF Brazil,39086,SOCIETE GENERALE EQUIPMENT FINANCE,Active,NA,NA,62.73,NA,62.73
2017-04-21T00:00:00Z,India,IND,Financial Institutions,Capital First Limited BOW NCD,39031,IDFC FIRST BANK LIMITED,Active,NA,NA,52.86,NA,52.86
2017-04-20T00:00:00Z,India,IND,Financial Institutions,Fullerton Masala,39061,FULLERTON INDIA CREDIT COMPANY LIMITED,Active,NA,NA,89.57,NA,89.57
2017-04-20T00:00:00Z,Brazil,BRA,"Telecommunications, Media, and Technology",Cabo Telecom II,37968,Cabo Servicos de Telecomunicacoes Ltda,Active,NA,NA,37.71,NA,37.71
2017-04-19T00:00:00Z,China,CHA,Manufacturing,Kingenta,39459,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,Active,NA,NA,75,70,145
2017-04-17T00:00:00Z,Latin America Region,LAC,Funds,Kaszek Ventures Fund III,39598,KASZEK VENTURES III LP,Active,NA,NA,NA,15,15
